#"+ Scan (rt: 14.285 min) nostir_75um_sp-r004.d "
#Point,X(Thompsons),Y(Counts)
735,1383.30959,3930.34716796875
736,1383.63208,2067.90087890625
737,1383.86476,3867.14379882813
738,1383.97399,3570.125
739,1384.09002,2228.6474609375
740,1384.25153,3508.154296875
741,1384.36568,2360.49584960938
742,1384.44998,1625.92626953125
743,1384.70567,2745.30859375
744,1385.06442,3264.23876953125
745,1385.40810,3344.55029296875
746,1385.59838,2794.9365234375
747,1385.70115,2375.568359375
748,1385.79218,1803.37255859375
749,1385.86530,1577.60571289063
750,1385.93169,1599.33581542969
751,1386.04308,1629.89904785156
752,1386.16679,1387.30810546875
753,1386.65827,4523.65185546875
754,1386.87078,3015.83569335938
755,1386.98640,2134.93505859375
756,1387.07858,1750.96057128906
757,1387.42798,3203.45483398438
758,1387.91353,3427.00805664063
759,1388.07139,4138.33251953125
760,1388.25403,3490.220703125
761,1388.38823,2786.16333007813
762,1388.47016,1929.22924804688
763,1388.52859,1713.00036621094
764,1388.62205,1346.63000488281
765,1389.06121,3131.47485351563
766,1389.23844,1603.337890625
767,1389.38495,2722.36059570313
768,1389.50593,2993.14892578125
769,1389.59040,1999.09924316406
770,1389.63749,1976.5224609375
771,1389.86695,3645.21337890625
772,1390.00375,1799.05639648438
773,1390.13170,2860.64013671875
774,1390.26689,1994.44470214844
775,1390.33670,2170.97924804688
776,1390.51167,2332.32006835938
777,1390.71841,2000.21398925781
778,1390.91224,2406.3681640625
779,1391.01574,1558.32141113281
780,1391.19049,2141.64697265625
781,1391.27480,1309.77880859375
782,1391.38758,1558.2841796875
783,1391.64652,2706.3046875
784,1391.83346,2706.83935546875
785,1392.04562,2716.802734375
786,1392.32953,1885.00036621094
787,1392.47147,1156.40478515625
788,1392.65482,2485.73266601563
789,1392.78183,1968.30651855469
790,1392.92582,1789.55554199219
791,1393.11056,2121.21313476563
792,1393.37560,2180.44506835938
793,1393.51812,2009.02453613281
794,1393.64467,1538.54040527344
795,1393.70844,1277.12927246094
796,1393.85291,3406.04174804688
797,1393.98320,3178.26293945313
798,1394.05081,1997.53149414063
799,1394.24472,2559.10791015625
800,1394.33586,1853.50280761719
801,1394.57827,2682.92358398438
802,1394.67923,1846.42102050781
803,1394.75338,1734.54895019531
804,1394.93957,3247.12646484375
805,1395.22671,2292.02368164063
806,1395.29248,1385.2421875
807,1395.47137,2200.79370117188
808,1395.67581,2502.603515625
809,1395.80907,2479.90234375
810,1396.08307,3360.0009765625
811,1396.20552,2379.4619140625
812,1396.31852,2624.91845703125
813,1396.42817,2057.994140625
814,1396.54774,1693.03686523438
815,1396.98089,2634.70288085938
816,1397.17342,1646.04162597656
817,1397.27428,1989.29296875
818,1397.40826,2730.47119140625
819,1397.51078,1422.06762695313
820,1397.57004,1393.75390625
821,1397.75912,2656.50366210938
822,1397.95996,2322.125
823,1398.31422,2686.88916015625
824,1398.57824,2124.87841796875
825,1398.70739,2062.07421875
826,1398.85539,1537.39855957031
827,1399.15790,2945.11157226563
828,1399.33028,2763.37329101563
829,1399.47487,2714.40307617188
830,1399.59734,1620.19409179688
831,1399.83479,1349.02185058594
832,1399.99803,2404.17504882813
833,1400.12844,2033.04711914063
834,1400.35470,2354.81713867188
835,1400.48291,3020.19775390625
836,1400.76974,3181.20239257813
837,1400.93340,2343.29248046875
838,1401.05770,1791.0498046875
839,1401.21464,1980.05932617188
840,1401.41077,2588.32470703125
841,1401.63155,2146.1953125
842,1401.76558,1309.89367675781
843,1401.91096,1709.765625
844,1402.03568,1514.89916992188
845,1402.12130,1552.67102050781
846,1402.26147,1818.26416015625
847,1402.34423,1155.07922363281
848,1402.44951,1565.96594238281
849,1402.64309,2545.98510742188
850,1403.04412,2183.98852539063
851,1403.49307,2557.82934570313
852,1403.58903,1774.94116210938
853,1403.79902,2340.4794921875
854,1404.08201,1798.63732910156
855,1404.30587,2786.06616210938
856,1404.70139,2738.52807617188
857,1404.94765,3165.88159179688
858,1405.27729,2232.658203125
859,1405.71013,2595.16381835938
860,1405.91908,1910.78576660156
861,1406.04406,1848.02783203125
862,1406.19970,2017.66369628906
863,1406.34413,2076.13842773438
864,1406.46248,2286.10009765625
865,1406.61725,2668.71899414063
866,1406.71855,1765.0205078125
