"#""+ BPC Scan stir_75um_sp-r008.d """,,
#Point,X(Minutes),Y(Counts)
1494,24.917,1156
1495,24.933,1167
1496,24.95,1815
1497,24.967,1468
1498,24.983,1853
1499,25,1380
1500,25.017,1277
1501,25.033,1169
1502,25.05,1326
1503,25.066,1312
1504,25.083,1081
1505,25.1,1213
1506,25.116,1010
1507,25.133,987
1508,25.15,1146
1509,25.166,1099
1510,25.183,1559
1511,25.2,1578
1512,25.216,1088
1513,25.233,1210
1514,25.249,1447
1515,25.266,1975
1516,25.283,1329
1517,25.299,1295
1518,25.316,1657
1519,25.333,1572
1520,25.349,2027
1521,25.366,1305
1522,25.383,1386
1523,25.399,1502
1524,25.416,1673
1525,25.432,1688
1526,25.449,1455
1527,25.466,1298
1528,25.482,1139
1529,25.499,1811
1530,25.516,2137
1531,25.532,1743
1532,25.549,1783
1533,25.565,1514
1534,25.582,1648
1535,25.599,1974
1536,25.615,1274
1537,25.632,2427
1538,25.649,1673
1539,25.665,1543
1540,25.682,2082
1541,25.699,1926
1542,25.715,1561
1543,25.732,1838
1544,25.748,1713
1545,25.765,1788
1546,25.782,1909
1547,25.798,1427
1548,25.815,1686
1549,25.832,1639
1550,25.848,1254
1551,25.865,1184
1552,25.882,1325
1553,25.898,1687
1554,25.915,1790
1555,25.931,1968
1556,25.948,1340
1557,25.965,1255
1558,25.981,1037
1559,25.998,1099
1560,26.015,1091
1561,26.031,1131
1562,26.048,1310
1563,26.064,1248
1564,26.081,1079
1565,26.098,965
1566,26.114,900
1567,26.131,720
1568,26.148,1565
1569,26.164,964
1570,26.181,1124
1571,26.198,1256
1572,26.214,1083
1573,26.231,1377
1574,26.247,1045
1575,26.264,989
1576,26.281,1094
1577,26.297,1128
1578,26.314,1068
1579,26.331,1041
1580,26.347,1699
1581,26.364,1178
1582,26.381,1283
1583,26.397,1127
1584,26.414,1008
1585,26.43,1525
1586,26.447,886
1587,26.464,1174
1588,26.48,922
1589,26.497,1031
1590,26.514,1105
1591,26.53,1109
1592,26.547,1258
1593,26.563,1206
1594,26.58,896
1595,26.597,1597
1596,26.613,1957
1597,26.63,1125
1598,26.647,1268
1599,26.663,1234
1600,26.68,1610
1601,26.697,1467
1602,26.713,1717
1603,26.73,1511
1604,26.746,1370
1605,26.763,1345
1606,26.78,1749
1607,26.796,1407
1608,26.813,1481
1609,26.83,1191
1610,26.846,1358
1611,26.863,1477
1612,26.88,1523
1613,26.896,1710
1614,26.913,1647
1615,26.929,1689
1616,26.946,1431
1617,26.963,1396
1618,26.979,1479
1619,26.996,1367
1620,27.013,1682
1621,27.029,1416
1622,27.046,1281
1623,27.062,1177
1624,27.079,1431
1625,27.096,1510
1626,27.112,1626
1627,27.129,1888
1628,27.146,1488
1629,27.162,1514
1630,27.179,1270
1631,27.196,1453
1632,27.212,1608
1633,27.229,1850
1634,27.245,1383
1635,27.262,1690
1636,27.279,3216
1637,27.295,1384
1638,27.312,1328
1639,27.329,1339
1640,27.345,1004
1641,27.362,1046
1642,27.379,929
1643,27.395,1305
1644,27.412,1173
1645,27.428,1016
1646,27.445,913
1647,27.462,1183
1648,27.478,1035
1649,27.495,1237
1650,27.512,1094
1651,27.528,854
1652,27.545,929
1653,27.562,825
1654,27.578,1213
1655,27.595,1222
1656,27.611,837
1657,27.628,957
1658,27.645,1220
1659,27.661,962
1660,27.678,756
1661,27.695,1027
1662,27.711,1038
1663,27.728,1574
1664,27.744,1216
1665,27.761,1067
1666,27.778,1050
1667,27.794,970
1668,27.811,1021
1669,27.828,1267
1670,27.844,857
1671,27.861,973
1672,27.878,913
1673,27.894,1066
1674,27.911,886
1675,27.927,1285
1676,27.944,1473
1677,27.961,1075
1678,27.977,1323
1679,27.994,1074
1680,28.011,1314
1681,28.027,1266
1682,28.044,970
1683,28.061,1104
1684,28.077,1116
1685,28.094,1266
1686,28.11,1073
1687,28.127,1163
1688,28.144,1298
1689,28.16,1117
1690,28.177,1398
1691,28.194,1801
1692,28.21,1065
1693,28.227,1277
1694,28.243,1145
1695,28.26,1476
1696,28.277,1225
1697,28.293,1120
1698,28.31,1750
1699,28.327,1849
1700,28.343,1093
1701,28.36,980
1702,28.377,1020
1703,28.393,1232
1704,28.41,987
1705,28.426,1169
1706,28.443,1231
1707,28.46,910
1708,28.476,917
1709,28.493,1491
1710,28.51,1037
1711,28.526,984
1712,28.543,917
1713,28.56,1396
1714,28.576,1127
1715,28.593,1630
1716,28.609,864
1717,28.626,1206
1718,28.643,1073
1719,28.659,1358
1720,28.676,903
1721,28.693,1448
1722,28.709,967
1723,28.726,892
1724,28.742,986
1725,28.759,1556
1726,28.776,939
1727,28.792,801
1728,28.809,900
1729,28.826,1061
1730,28.842,948
1731,28.859,1243
1732,28.876,1154
1733,28.892,1069
1734,28.909,912
1735,28.925,916
1736,28.942,1213
1737,28.959,1354
1738,28.975,916
1739,28.992,1139
1740,29.009,1324
1741,29.025,1374
1742,29.042,1136
1743,29.059,908
1744,29.075,1089
1745,29.092,1081
1746,29.108,858
1747,29.125,1070
1748,29.142,785
1749,29.158,783
1750,29.175,1103
1751,29.192,1025
1752,29.208,993
1753,29.225,960
1754,29.241,1186
1755,29.258,1135
1756,29.275,919
1757,29.291,1372
1758,29.308,1007
1759,29.325,983
1760,29.341,865
1761,29.358,1016
1762,29.375,863
1763,29.391,841
1764,29.408,1083
1765,29.424,967
1766,29.441,770
1767,29.458,1273
1768,29.474,1096
1769,29.491,932
1770,29.508,1039
1771,29.524,1043
1772,29.541,912
1773,29.558,1159
1774,29.574,1044
1775,29.591,1042
1776,29.607,995
1777,29.624,849
1778,29.641,1191
1779,29.657,1261
1780,29.674,1161
1781,29.691,766
1782,29.707,957
1783,29.724,1082
1784,29.74,1148
1785,29.757,824
1786,29.774,1093
1787,29.79,1063
1788,29.807,1704
1789,29.824,1066
1790,29.84,1634
1791,29.857,1186
1792,29.874,1262
1793,29.89,1359
1794,29.907,1194
1795,29.923,862
1796,29.94,1013
1797,29.957,1034
1798,29.973,973
1799,29.99,1027
1800,30.007,1125
1801,30.023,973
1802,30.04,861
1803,30.057,1080
1804,30.073,1124
1805,30.09,892
1806,30.106,1070
1807,30.123,1056
1808,30.14,883
1809,30.156,1177
1810,30.173,1173
1811,30.19,906
1812,30.206,1460
1813,30.223,1014
1814,30.239,1107
1815,30.256,841
1816,30.273,1050
1817,30.289,1015
1818,30.306,1022
1819,30.323,1042
1820,30.339,1038
1821,30.356,1003
1822,30.373,1132
1823,30.389,1063
1824,30.406,1027
1825,30.422,1225
1826,30.439,869
1827,30.456,884
1828,30.472,922
1829,30.489,874
1830,30.506,1393
1831,30.522,1167
1832,30.539,1216
1833,30.556,1194
1834,30.572,1043
1835,30.589,1341
1836,30.605,1083
1837,30.622,1097
1838,30.639,1079
1839,30.655,1028
1840,30.672,1103
1841,30.689,1543
1842,30.705,984
1843,30.722,1466
1844,30.738,1073
1845,30.755,1080
1846,30.772,760
1847,30.788,1111
1848,30.805,1348
1849,30.822,1127
1850,30.838,1195
1851,30.855,906
1852,30.872,1035
1853,30.888,900
1854,30.905,1194
1855,30.921,1046
1856,30.938,1051
1857,30.955,879
1858,30.971,819
1859,30.988,1546
1860,31.005,1011
1861,31.021,1029
1862,31.038,1032
1863,31.055,963
1864,31.071,1068
1865,31.088,835
1866,31.104,1036
1867,31.121,920
1868,31.138,1010
1869,31.154,1373
1870,31.171,883
1871,31.188,889
1872,31.204,1265
1873,31.221,1019
1874,31.237,1035
1875,31.254,957
1876,31.271,1196
1877,31.287,933
1878,31.304,984
1879,31.321,1295
1880,31.337,1029
1881,31.354,1088
1882,31.371,1170
1883,31.387,1154
1884,31.404,1121
1885,31.42,1180
1886,31.437,993
1887,31.454,1252
1888,31.47,1109
1889,31.487,932
1890,31.504,895
1891,31.52,1090
1892,31.537,803
1893,31.554,1164
1894,31.57,894
1895,31.587,1075
1896,31.603,1519
1897,31.62,818
1898,31.637,1265
1899,31.653,874
1900,31.67,1029
1901,31.687,966
1902,31.703,973
1903,31.72,957
1904,31.736,1073
1905,31.753,1422
1906,31.77,1454
1907,31.786,934
1908,31.803,984
1909,31.82,1039
1910,31.836,1328
1911,31.853,673
1912,31.87,1096
1913,31.886,1025
1914,31.903,949
1915,31.919,1141
1916,31.936,1209
1917,31.953,1287
1918,31.969,1050
1919,31.986,1196
1920,32.003,1036
1921,32.019,740
1922,32.036,907
1923,32.053,1139
1924,32.069,1429
1925,32.086,1331
1926,32.102,1186
1927,32.119,960
1928,32.136,1025
1929,32.152,762
1930,32.169,1272
1931,32.186,1256
1932,32.202,973
1933,32.219,1015
1934,32.235,1228
1935,32.252,1518
1936,32.269,900
1937,32.285,803
1938,32.302,1204
1939,32.319,751
1940,32.335,1352
1941,32.352,1244
1942,32.369,872
1943,32.385,1149
1944,32.402,1590
1945,32.419,1386
1946,32.435,811
1947,32.452,1369
1948,32.468,1471
1949,32.485,993
1950,32.502,1029
1951,32.518,1135
1952,32.535,1194
1953,32.552,974
1954,32.568,1283
1955,32.585,935
1956,32.601,838
1957,32.618,1069
1958,32.635,1481
1959,32.651,1672
1960,32.668,1556
1961,32.685,1138
1962,32.701,1163
1963,32.718,1674
1964,32.735,988
1965,32.751,978
1966,32.768,1291
1967,32.784,1211
1968,32.801,1151
1969,32.818,853
1970,32.834,1420
1971,32.851,1109
1972,32.868,1130
1973,32.884,970
1974,32.901,1285
1975,32.918,1263
1976,32.934,1300
1977,32.951,1163
1978,32.967,1182
1979,32.984,998
1980,33.001,1059
1981,33.017,1385
1982,33.034,1169
1983,33.051,895
1984,33.067,1559
1985,33.084,995
1986,33.1,837
1987,33.117,1515
1988,33.134,1594
1989,33.15,917
1990,33.167,1296
1991,33.184,1095
1992,33.2,1209
1993,33.217,1392
1994,33.234,1087
1995,33.25,1195
1996,33.267,1274
1997,33.283,758
1998,33.3,985
1999,33.317,1243
2000,33.333,1320
2001,33.35,1190
2002,33.367,912
2003,33.383,1191
2004,33.4,1080
2005,33.417,937
2006,33.433,1426
2007,33.45,1476
2008,33.466,1139
2009,33.483,976
2010,33.5,831
2011,33.516,827
2012,33.533,1123
2013,33.55,953
2014,33.566,1014
2015,33.583,1629
2016,33.599,950
2017,33.616,1251
2018,33.633,1199
2019,33.649,1014
2020,33.666,1056
2021,33.683,1491
2022,33.699,1565
2023,33.716,1291
2024,33.733,1290
2025,33.749,974
2026,33.766,1104
2027,33.782,1024
2028,33.799,1203
2029,33.816,1165
2030,33.832,1179
2031,33.849,1079
2032,33.866,1177
2033,33.882,1115
2034,33.899,1141
2035,33.916,1271
2036,33.932,981
2037,33.949,1366
2038,33.965,1114
2039,33.982,1360
2040,33.999,1346
2041,34.015,1453
2042,34.032,1802
2043,34.049,1008
2044,34.065,1048
2045,34.082,1067
2046,34.098,1290
2047,34.115,1570
2048,34.132,1186
2049,34.148,1000
2050,34.165,942
2051,34.182,1735
2052,34.198,1585
2053,34.215,1191
2054,34.232,1692
2055,34.248,876
2056,34.265,896
2057,34.281,824
2058,34.298,1343
2059,34.315,921
2060,34.331,1182
2061,34.348,1038
2062,34.365,1049
2063,34.381,1202
2064,34.398,821
2065,34.415,1369
2066,34.431,1283
2067,34.448,1012
2068,34.464,1105
2069,34.481,1348
2070,34.498,929
2071,34.514,1863
2072,34.531,1206
2073,34.548,1112
2074,34.564,1252
2075,34.581,1230
2076,34.597,1291
2077,34.614,1043
2078,34.631,1513
2079,34.647,1432
2080,34.664,1741
2081,34.681,990
2082,34.697,1242
2083,34.714,1375
2084,34.731,1094
2085,34.747,1495
2086,34.764,1149
2087,34.781,1163
2088,34.797,1105
2089,34.814,1533
2090,34.83,785
2091,34.847,1094
2092,34.864,924
2093,34.88,1181
2094,34.897,1358
2095,34.914,841
2096,34.93,1279
2097,34.947,1161
2098,34.963,865
2099,34.98,1066
2100,34.997,1091
2101,35.013,1297
2102,35.03,1604
2103,35.047,1001
2104,35.063,1297
2105,35.08,989
2106,35.097,904
2107,35.113,1258
2108,35.13,1016
2109,35.146,1644
2110,35.163,1415
2111,35.18,1086
2112,35.196,769
2113,35.213,787
2114,35.23,787
2115,35.246,1348
2116,35.263,1521
2117,35.28,1227
2118,35.296,941
2119,35.313,1099
2120,35.329,900
2121,35.346,1400
2122,35.363,931
2123,35.379,1479
2124,35.396,1643
2125,35.413,1143
2126,35.429,928
2127,35.446,910
2128,35.462,1368
2129,35.479,1251
2130,35.496,1034
2131,35.512,1489
2132,35.529,1576
2133,35.546,1173
2134,35.562,1264
2135,35.579,1363
2136,35.596,1195
2137,35.612,1225
2138,35.629,1195
2139,35.645,901
2140,35.662,1136
2141,35.679,1036
2142,35.695,1394
2143,35.712,1071
2144,35.729,986
2145,35.745,1725
2146,35.762,1118
2147,35.779,1283
2148,35.795,862
2149,35.812,1616
2150,35.828,969
2151,35.845,1238
2152,35.862,1197
2153,35.878,1220
2154,35.895,1152
2155,35.912,1268
2156,35.928,1224
2157,35.945,1890
2158,35.961,1026
2159,35.978,1665
2160,35.995,1426
2161,36.011,1086
2162,36.028,1320
2163,36.045,1103
2164,36.061,1127
2165,36.078,1026
2166,36.095,1426
2167,36.111,921
2168,36.128,1061
2169,36.144,1511
2170,36.161,1550
2171,36.178,1448
2172,36.194,1104
2173,36.211,860
2174,36.228,1376
2175,36.244,1124
2176,36.261,1452
2177,36.278,1114
2178,36.294,1422
2179,36.311,1049
2180,36.327,1364
2181,36.344,1255
2182,36.361,1184
2183,36.377,878
2184,36.394,985
2185,36.411,1300
2186,36.427,1038
2187,36.444,1108
2188,36.46,1270
2189,36.477,1108
2190,36.494,1122
2191,36.51,1030
2192,36.527,1159
2193,36.544,915
2194,36.56,1433
2195,36.577,1652
2196,36.594,1244
2197,36.61,866
2198,36.627,1520
2199,36.643,899
2200,36.66,846
2201,36.677,1175
2202,36.693,1392
2203,36.71,1301
2204,36.727,1193
2205,36.743,1009
2206,36.76,1268
2207,36.777,1625
2208,36.793,1273
2209,36.81,1701
2210,36.826,1049
2211,36.843,1243
2212,36.86,1015
2213,36.876,1481
2214,36.893,1113
2215,36.91,1315
2216,36.926,1351
2217,36.943,925
2218,36.959,1520
2219,36.976,1290
2220,36.993,1394
2221,37.009,935
2222,37.026,1476
2223,37.043,1278
2224,37.059,1599
2225,37.076,948
2226,37.093,1400
2227,37.109,1622
2228,37.126,1165
2229,37.142,856
2230,37.159,1393
2231,37.176,1081
2232,37.192,1103
2233,37.209,1413
2234,37.226,1012
2235,37.242,1125
2236,37.259,1040
2237,37.276,1017
2238,37.292,1371
2239,37.309,989
2240,37.325,1237
2241,37.342,1404
2242,37.359,1470
2243,37.375,1387
2244,37.392,1371
2245,37.409,1152
2246,37.425,1397
2247,37.442,995
2248,37.458,1506
2249,37.475,848
2250,37.492,1028
2251,37.508,1082
2252,37.525,1517
2253,37.542,1193
2254,37.558,1543
2255,37.575,1162
2256,37.592,1120
2257,37.608,1304
2258,37.625,877
2259,37.641,1281
2260,37.658,1264
2261,37.675,1415
2262,37.691,748
2263,37.708,1287
2264,37.725,1519
2265,37.741,1223
2266,37.758,1168
2267,37.775,865
2268,37.791,1251
2269,37.808,1364
2270,37.824,1346
2271,37.841,1362
2272,37.858,1449
2273,37.874,994
2274,37.891,769
2275,37.908,1315
2276,37.924,1111
2277,37.941,1372
2278,37.957,1905
2279,37.974,1397
2280,37.991,1400
2281,38.007,1340
2282,38.024,1321
2283,38.041,1053
2284,38.057,1097
2285,38.074,1266
2286,38.091,986
2287,38.107,1113
2288,38.124,1403
2289,38.14,1210
2290,38.157,1213
2291,38.174,1307
2292,38.19,1141
2293,38.207,1797
2294,38.224,1349
2295,38.24,1032
2296,38.257,1136
2297,38.273,1727
2298,38.29,934
2299,38.307,1429
2300,38.323,1081
2301,38.34,1595
2302,38.357,1472
2303,38.373,1247
2304,38.39,835
2305,38.407,1151
2306,38.423,1485
2307,38.44,1282
2308,38.456,1350
2309,38.473,972
2310,38.49,850
2311,38.506,1110
2312,38.523,1503
2313,38.54,910
2314,38.556,923
2315,38.573,1340
2316,38.59,1441
2317,38.606,1510
2318,38.623,1220
2319,38.639,1594
2320,38.656,1138
2321,38.673,1358
2322,38.689,1465
2323,38.706,1781
2324,38.723,1243
2325,38.739,1116
2326,38.756,1109
2327,38.772,1367
2328,38.789,1538
2329,38.806,1413
2330,38.822,1070
2331,38.839,1519
2332,38.856,1015
2333,38.872,1192
2334,38.889,1614
2335,38.906,1204
2336,38.922,977
2337,38.939,1155
2338,38.955,1300
2339,38.972,1008
2340,38.989,914
2341,39.005,1207
2342,39.022,1090
2343,39.039,1163
2344,39.055,1463
2345,39.072,1226
2346,39.089,1014
2347,39.105,1087
2348,39.122,1150
2349,39.138,1094
2350,39.155,1311
2351,39.172,1154
2352,39.188,1711
2353,39.205,980
2354,39.222,1046
2355,39.238,1304
2356,39.255,1660
2357,39.271,1744
2358,39.288,1200
2359,39.305,1259
2360,39.321,1371
2361,39.338,1270
2362,39.355,1466
2363,39.371,1642
2364,39.388,1380
2365,39.405,1601
2366,39.421,1292
2367,39.438,1518
2368,39.454,1392
2369,39.471,1227
2370,39.488,967
2371,39.504,1191
2372,39.521,1213
2373,39.538,1474
2374,39.554,1264
2375,39.571,990
2376,39.588,1678
2377,39.604,928
2378,39.621,1060
2379,39.637,1106
2380,39.654,1055
2381,39.671,1443
2382,39.687,994
2383,39.704,1047
2384,39.721,1266
2385,39.737,1529
2386,39.754,1088
2387,39.77,1660
2388,39.787,1120
2389,39.804,1229
2390,39.82,1238
2391,39.837,1003
2392,39.854,1820
2393,39.87,1344
2394,39.887,1224
2395,39.904,1174
2396,39.92,1291
2397,39.937,1090
2398,39.953,1582
2399,39.97,1149
2400,39.987,983
2401,40.003,1432
2402,40.02,1090
2403,40.037,1311
2404,40.053,1229
2405,40.07,1010
2406,40.087,1291
2407,40.103,1085
2408,40.12,1007
2409,40.136,1131
2410,40.153,1222
2411,40.17,1268
2412,40.186,1234
2413,40.203,1721
2414,40.22,1102
2415,40.236,1379
2416,40.253,1229
2417,40.269,1797
2418,40.286,1515
2419,40.303,1670
2420,40.319,1239
2421,40.336,1658
2422,40.353,1320
2423,40.369,1487
2424,40.386,1159
2425,40.403,953
2426,40.419,1764
2427,40.436,783
2428,40.452,1506
2429,40.469,999
2430,40.486,1325
2431,40.502,1347
2432,40.519,1279
2433,40.536,1497
2434,40.552,1738
2435,40.569,1865
2436,40.586,1892
2437,40.602,1107
2438,40.619,1198
2439,40.635,1450
2440,40.652,1070
2441,40.669,1047
2442,40.685,1240
2443,40.702,986
2444,40.719,1274
2445,40.735,1221
2446,40.752,1165
2447,40.768,1257
2448,40.785,1253
2449,40.802,1018
2450,40.818,1178
2451,40.835,1379
2452,40.852,959
2453,40.868,1267
2454,40.885,882
2455,40.902,1387
2456,40.918,1328
2457,40.935,1721
2458,40.951,870
2459,40.968,1095
2460,40.985,1227
2461,41.001,1219
2462,41.018,1145
2463,41.035,918
2464,41.051,1579
2465,41.068,1125
2466,41.085,1246
2467,41.101,1046
2468,41.118,1169
2469,41.134,880
2470,41.151,1353
2471,41.168,1219
2472,41.184,1057
2473,41.201,1172
2474,41.218,1501
2475,41.234,1632
2476,41.251,1065
2477,41.267,1174
2478,41.284,910
2479,41.301,1336
2480,41.317,1141
2481,41.334,859
2482,41.351,1008
2483,41.367,1228
2484,41.384,1569
2485,41.401,1365
2486,41.417,1337
2487,41.434,1406
2488,41.45,1458
2489,41.467,981
2490,41.484,965
2491,41.5,1631
2492,41.517,1034
2493,41.534,1363
2494,41.55,1050
2495,41.567,1577
2496,41.584,956
2497,41.6,1359
2498,41.617,1291
2499,41.633,1226
2500,41.65,1546
2501,41.667,1173
2502,41.683,1072
2503,41.7,1407
2504,41.717,1357
2505,41.733,1369
2506,41.75,1279
2507,41.766,1470
2508,41.783,1463
2509,41.8,1582
2510,41.816,1055
2511,41.833,1368
2512,41.85,925
2513,41.866,1687
2514,41.883,885
2515,41.9,1076
2516,41.916,1198
2517,41.933,1282
2518,41.949,1068
2519,41.966,864
2520,41.983,1647
2521,41.999,1041
2522,42.016,1049
2523,42.033,1377
2524,42.049,1176
2525,42.066,877
2526,42.083,1191
2527,42.099,1650
2528,42.116,1366
2529,42.132,1635
2530,42.149,1435
2531,42.166,1127
2532,42.182,1677
2533,42.199,1117
2534,42.216,1387
2535,42.232,1150
2536,42.249,1112
2537,42.266,1232
2538,42.282,1065
2539,42.299,1231
2540,42.315,1506
2541,42.332,1035
2542,42.349,1303
2543,42.365,1636
2544,42.382,977
2545,42.399,1135
2546,42.415,790
2547,42.432,1341
2548,42.449,1146
2549,42.465,1169
2550,42.482,1420
2551,42.498,1706
2552,42.515,1247
2553,42.532,771
2554,42.548,1412
2555,42.565,1088
2556,42.582,1299
2557,42.598,1653
2558,42.615,1249
2559,42.631,1284
2560,42.648,1664
2561,42.665,1334
2562,42.681,1450
2563,42.698,1078
2564,42.715,1565
2565,42.731,1127
2566,42.748,1442
2567,42.765,1442
2568,42.781,1045
2569,42.798,1139
2570,42.814,1196
2571,42.831,1080
2572,42.848,812
2573,42.864,1172
2574,42.881,1222
2575,42.898,1143
2576,42.914,1435
2577,42.931,1143
2578,42.948,1123
2579,42.964,882
2580,42.981,1127
2581,42.997,1371
2582,43.014,900
2583,43.031,1546
2584,43.047,1485
2585,43.064,915
2586,43.081,1676
2587,43.097,1428
2588,43.114,1191
2589,43.13,1157
2590,43.147,807
2591,43.164,1229
2592,43.18,934
2593,43.197,1097
2594,43.214,1280
2595,43.23,1068
2596,43.247,1122
2597,43.264,1155
2598,43.28,1052
2599,43.297,1098
2600,43.313,1088
2601,43.33,1592
2602,43.347,1206
2603,43.363,1134
2604,43.38,839
2605,43.397,1403
2606,43.413,1367
2607,43.43,1195
2608,43.447,1588
2609,43.463,1237
2610,43.48,1188
2611,43.496,1123
2612,43.513,1283
2613,43.53,1431
2614,43.546,1227
2615,43.563,1592
2616,43.58,1065
2617,43.596,1410
2618,43.613,1276
2619,43.629,1383
2620,43.646,969
2621,43.663,1155
2622,43.679,1372
2623,43.696,1415
2624,43.713,1219
2625,43.729,1337
2626,43.746,1683
2627,43.763,1506
2628,43.779,903
2629,43.796,1009
2630,43.812,1193
2631,43.829,1674
2632,43.846,1302
2633,43.862,1283
2634,43.879,1040
2635,43.896,1229
2636,43.912,1375
2637,43.929,1610
2638,43.946,1216
2639,43.962,1037
2640,43.979,1359
2641,43.995,1235
2642,44.012,1166
2643,44.029,1080
2644,44.045,1228
2645,44.062,989
2646,44.079,996
2647,44.095,1939
2648,44.112,1229
2649,44.128,1411
2650,44.145,1386
2651,44.162,1538
2652,44.178,1299
2653,44.195,1395
2654,44.212,1475
2655,44.228,1202
2656,44.245,1160
2657,44.262,1595
2658,44.278,1220
2659,44.295,1004
2660,44.311,1153
2661,44.328,970
2662,44.345,1324
2663,44.361,1580
2664,44.378,1370
2665,44.395,1358
2666,44.411,1859
2667,44.428,1011
2668,44.445,1314
2669,44.461,1321
2670,44.478,984
2671,44.494,1555
2672,44.511,1112
2673,44.528,1153
2674,44.544,950
2675,44.561,1349
2676,44.578,1633
2677,44.594,1130
2678,44.611,1339
2679,44.627,1686
2680,44.644,1193
2681,44.661,1654
2682,44.677,1605
2683,44.694,1126
2684,44.711,950
2685,44.727,1410
2686,44.744,1033
2687,44.761,1064
2688,44.777,1698
2689,44.794,1659
2690,44.81,998
2691,44.827,1137
2692,44.844,1223
2693,44.86,1841
2694,44.877,1639
2695,44.894,1576
2696,44.91,1457
2697,44.927,1517
2698,44.944,1716
2699,44.96,1455
2700,44.977,1248
2701,44.993,1256
2702,45.01,1102
2703,45.027,1146
2704,45.043,1647
2705,45.06,1149
2706,45.077,1062
2707,45.093,1099
2708,45.11,1298
2709,45.126,1335
2710,45.143,1481
2711,45.16,1717
2712,45.176,1729
2713,45.193,1398
2714,45.21,1310
2715,45.226,1086
2716,45.243,1151
2717,45.26,1350
2718,45.276,1732
2719,45.293,1253
2720,45.309,1245
2721,45.326,905
2722,45.343,1264
2723,45.359,1596
2724,45.376,1346
2725,45.393,1263
2726,45.409,983
2727,45.426,1237
2728,45.443,1135
2729,45.459,1227
2730,45.476,1251
2731,45.492,1441
2732,45.509,1158
2733,45.526,1005
2734,45.542,1052
2735,45.559,1153
2736,45.576,1735
2737,45.592,1097
2738,45.609,1135
2739,45.625,1139
2740,45.642,1101
2741,45.659,933
2742,45.675,1154
2743,45.692,1393
2744,45.709,1186
2745,45.725,1844
2746,45.742,1119
2747,45.759,1091
2748,45.775,1532
2749,45.792,968
2750,45.808,1698
2751,45.825,1196
2752,45.842,1026
2753,45.858,1018
2754,45.875,1464
2755,45.892,1685
2756,45.908,1067
2757,45.925,1411
2758,45.942,1656
2759,45.958,1264
2760,45.975,1045
2761,45.991,938
2762,46.008,1294
2763,46.025,1123
2764,46.041,1657
2765,46.058,1558
2766,46.075,945
2767,46.091,1436
2768,46.108,1626
2769,46.124,1134
2770,46.141,1291
2771,46.158,1422
2772,46.174,1196
2773,46.191,1118
2774,46.208,1183
2775,46.224,1518
2776,46.241,1588
2777,46.258,1115
2778,46.274,1519
2779,46.291,1031
2780,46.307,1200
2781,46.324,1077
2782,46.341,1735
2783,46.357,1093
2784,46.374,1076
2785,46.391,917
2786,46.407,1272
2787,46.424,1188
2788,46.44,1438
2789,46.457,1580
2790,46.474,1179
2791,46.49,1268
2792,46.507,1179
2793,46.524,1412
2794,46.54,1104
2795,46.557,1213
2796,46.574,1289
2797,46.59,1368
2798,46.607,1257
2799,46.623,1063
2800,46.64,1922
2801,46.657,1728
2802,46.673,1767
2803,46.69,1668
2804,46.707,881
2805,46.723,1570
2806,46.74,1243
2807,46.757,1214
2808,46.773,1182
2809,46.79,1641
2810,46.806,1521
2811,46.823,1228
2812,46.84,2194
2813,46.856,1134
2814,46.873,1465
2815,46.89,1027
2816,46.906,1606
2817,46.923,1019
2818,46.939,1469
2819,46.956,1258
2820,46.973,1127
2821,46.989,1228
2822,47.006,1422
2823,47.023,1183
2824,47.039,1603
2825,47.056,1362
2826,47.073,1197
2827,47.089,1556
2828,47.106,1293
2829,47.122,1328
2830,47.139,1088
2831,47.156,1459
2832,47.172,1316
2833,47.189,1407
2834,47.206,1354
2835,47.222,1722
2836,47.239,1011
2837,47.256,1532
2838,47.272,1171
2839,47.289,1255
2840,47.305,1467
2841,47.322,1356
2842,47.339,1238
2843,47.355,976
2844,47.372,1295
2845,47.389,1284
2846,47.405,1295
2847,47.422,1912
2848,47.438,1371
2849,47.455,1299
2850,47.472,1489
2851,47.488,1825
2852,47.505,1666
2853,47.522,1715
2854,47.538,1185
2855,47.555,1285
2856,47.572,1611
2857,47.588,1323
2858,47.605,1308
2859,47.621,1042
2860,47.638,1205
2861,47.655,1215
2862,47.671,1493
2863,47.688,1530
2864,47.705,1341
2865,47.721,1360
2866,47.738,1172
2867,47.755,1643
2868,47.771,1228
2869,47.788,1857
2870,47.804,1127
2871,47.821,1290
2872,47.838,1210
2873,47.854,1597
2874,47.871,1249
2875,47.888,1422
2876,47.904,1782
2877,47.921,1253
2878,47.937,1154
2879,47.954,1401
2880,47.971,1364
2881,47.987,1539
2882,48.004,1265
2883,48.021,1427
2884,48.037,1118
2885,48.054,1254
2886,48.071,1394
2887,48.087,1496
2888,48.104,1596
2889,48.12,1654
2890,48.137,1225
2891,48.154,1444
2892,48.17,1180
2893,48.187,1235
2894,48.204,1598
2895,48.22,1188
2896,48.237,2017
2897,48.254,1397
2898,48.27,1614
2899,48.287,1015
2900,48.303,1567
2901,48.32,1764
2902,48.337,1392
2903,48.353,1200
2904,48.37,969
2905,48.387,1347
2906,48.403,1241
2907,48.42,1186
2908,48.436,953
2909,48.453,993
2910,48.47,1377
2911,48.486,1197
2912,48.503,1344
2913,48.52,1942
